negozio,data,vendite
BMP,10/05/2025,5130
CAP,10/05/2025,1344.26
CAS,10/05/2025,2595.03
ECI,10/05/2025,2344.63
FLO,10/05/2025,8373.76
GLA,10/05/2025,912.5
LBM,10/05/2025,4159.59
LRM,10/05/2025,2852.46
MAD,10/05/2025,619.83
MIL,10/05/2025,11270.92
NBS,10/05/2025,10577.08
NYC,10/05/2025,19168.5
PAR,10/05/2025,11405.99
ROM,10/05/2025,4781.54
SRV,10/05/2025,2141.8
STT,10/05/2025,5608.35
BHR,11/05/2025,6090
BIR,11/05/2025,860
BMP,11/05/2025,3435
CAP,11/05/2025,4495.9
CAS,11/05/2025,537.19
ECI,11/05/2025,1776.85
FLO,11/05/2025,5038.69
GLA,11/05/2025,662.5
LBM,11/05/2025,1058.33
LRM,11/05/2025,1209.02
MAD,11/05/2025,2095.05
MIL,11/05/2025,5897.53
NBS,11/05/2025,3950.01
PAR,11/05/2025,958.33
ROM,11/05/2025,1500
SRV,11/05/2025,1921.71
STT,11/05/2025,5087.92
MAR,12/05/2025,537.19
BHR,12/05/2025,9350
BIR,12/05/2025,2694.17
CAS,12/05/2025,1111.57
ECI,12/05/2025,3768.6
FLO,12/05/2025,3274.6
GLA,12/05/2025,5941.66
LBM,12/05/2025,2725.01
LRM,12/05/2025,4672.95
MAD,12/05/2025,1778.52
MIL,12/05/2025,1906.54
NBS,12/05/2025,4429.16
NYC,12/05/2025,15495
PAR,12/05/2025,4825.63
ROM,12/05/2025,3868.86
SRV,12/05/2025,4043.84
STT,12/05/2025,1620.83
MAR,13/05/2025,2429.75
BHR,13/05/2025,6060
BIR,13/05/2025,2075.42
BMP,13/05/2025,810
CAP,13/05/2025,586.48
CAS,13/05/2025,1822.31
ECI,13/05/2025,6459.08
FLO,13/05/2025,4234.83
GLA,13/05/2025,1116.66
LBM,13/05/2025,3054.79
LRM,13/05/2025,3616.4
MAD,13/05/2025,987.6
MIL,13/05/2025,4811.89
NBS,13/05/2025,3952.28
NYC,13/05/2025,9778.25
PAR,13/05/2025,1537.5
ROM,13/05/2025,2135.25
SRV,13/05/2025,8513.06
STT,13/05/2025,2704.17
BHR,14/05/2025,4605.5
BIR,14/05/2025,2770.4
BMP,14/05/2025,1095
CAP,14/05/2025,3065.56
CAS,14/05/2025,1747.93
ECI,14/05/2025,2851.24
FLO,14/05/2025,2495.9
GLA,14/05/2025,141.66
LBM,14/05/2025,7900
LRM,14/05/2025,586.07
MIL,14/05/2025,6461.06
NBS,14/05/2025,4755.4
NYC,14/05/2025,6885
PAR,14/05/2025,8141.65
ROM,14/05/2025,1754.1
SRV,14/05/2025,6855.71
STT,14/05/2025,579.17
MAR,15/05/2025,2933.89
BHR,15/05/2025,-1170
BIR,15/05/2025,1789.58
BMP,15/05/2025,1095
CAP,15/05/2025,3303.29
CAS,15/05/2025,541.32
ECI,15/05/2025,2281
FLO,15/05/2025,3836.06
GLA,15/05/2025,2533.33
LBM,15/05/2025,3520.83
LRM,15/05/2025,3295.09
MIL,15/05/2025,3127.05
NBS,15/05/2025,6030
NYC,15/05/2025,18411.25
PAR,15/05/2025,4762.49
ROM,15/05/2025,3377.05
SRV,15/05/2025,5144.23
STT,15/05/2025,1325
MAR,16/05/2025,557.85
BHR,16/05/2025,10910
BIR,16/05/2025,2170
BMP,16/05/2025,3180
CAS,16/05/2025,599.17
ECI,16/05/2025,4342.97
FLO,16/05/2025,4834.84
GLA,16/05/2025,641.67
LBM,16/05/2025,6466.66
LRM,16/05/2025,2274.59
MIL,16/05/2025,3407.79
NBS,16/05/2025,5466.65
NYC,16/05/2025,5610
PAR,16/05/2025,8200.4
ROM,16/05/2025,3770.9
SRV,16/05/2025,1593.43
STT,16/05/2025,5608.33
BHR,17/05/2025,10010
BIR,17/05/2025,2695
CAP,17/05/2025,6774.98
CAS,17/05/2025,2206.61
ECI,17/05/2025,2698.35
FLO,17/05/2025,3053.28
GLA,17/05/2025,2675
LBM,17/05/2025,10112.48
LRM,17/05/2025,6278.7
MAD,17/05/2025,739.67
MIL,17/05/2025,5939.16
NBS,17/05/2025,5329.17
NYC,17/05/2025,8603.75
PAR,17/05/2025,19379.16
ROM,17/05/2025,5762.29
SRV,17/05/2025,9119.25
STT,17/05/2025,11341.66
BHR,18/05/2025,1350
BIR,18/05/2025,3811.66
BMP,18/05/2025,1815
CAP,18/05/2025,2163.93
CAS,18/05/2025,2371.89
ECI,18/05/2025,2640.48
FLO,18/05/2025,586.07
GLA,18/05/2025,2054.17
LBM,18/05/2025,3579.17
LRM,18/05/2025,4290.97
MAD,18/05/2025,702.48
MIL,18/05/2025,3426.23
NBS,18/05/2025,4141.67
PAR,18/05/2025,7329.16
ROM,18/05/2025,3684.43
SRV,18/05/2025,2213.11
STT,18/05/2025,4670.84
MAR,19/05/2025,2142.57
BHR,19/05/2025,10840
BIR,19/05/2025,1462.92
BMP,19/05/2025,1275
CAP,19/05/2025,6200.82
CAS,19/05/2025,1938.01
ECI,19/05/2025,3499.99
FLO,19/05/2025,4175.43
GLA,19/05/2025,583.34
LBM,19/05/2025,4285.41
LRM,19/05/2025,3405.74
MAD,19/05/2025,0
MIL,19/05/2025,5627.06
NBS,19/05/2025,8009.57
NYC,19/05/2025,6527.5
PAR,19/05/2025,9029.78
ROM,19/05/2025,3319.68
SRV,19/05/2025,2382.78
STT,19/05/2025,4012.91
BHR,20/05/2025,2940
BIR,20/05/2025,267.5
BMP,20/05/2025,510
CAP,20/05/2025,2782.79
CAS,20/05/2025,3838.84
ECI,20/05/2025,5798.35
FLO,20/05/2025,5348.36
GLA,20/05/2025,3925.01
LBM,20/05/2025,1775
LRM,20/05/2025,942.62
MIL,20/05/2025,5570.1
NBS,20/05/2025,1383.33
NYC,20/05/2025,5138.25
PAR,20/05/2025,4050.62
ROM,20/05/2025,487.7
SRV,20/05/2025,5431.94
STT,20/05/2025,5148.34
MAR,21/05/2025,1074.38
BHR,21/05/2025,8350.75
BIR,21/05/2025,2465.83
CAP,21/05/2025,1122.95
CAS,21/05/2025,1851.23
ECI,21/05/2025,1677.68
FLO,21/05/2025,1922.13
GLA,21/05/2025,2404.16
LBM,21/05/2025,3991.66
LRM,21/05/2025,1709.02
MIL,21/05/2025,5451.23
NBS,21/05/2025,3495.83
NYC,21/05/2025,3562.4
PAR,21/05/2025,5237.48
ROM,21/05/2025,1040.98
SRV,21/05/2025,5090.16
STT,21/05/2025,1516.66
BHR,22/05/2025,2615
BIR,22/05/2025,2328.75
CAP,22/05/2025,2354.51
CAS,22/05/2025,4566.1
ECI,22/05/2025,3673.57
FLO,22/05/2025,3818.03
GLA,22/05/2025,2754.16
LBM,22/05/2025,3558.33
LRM,22/05/2025,3196.71
MIL,22/05/2025,2896.32
NBS,22/05/2025,9754.17
NYC,22/05/2025,2441
PAR,22/05/2025,9996.46
ROM,22/05/2025,5233.59
SRV,22/05/2025,3676.22
STT,22/05/2025,7083.33
MAR,23/05/2025,516.53
BHR,23/05/2025,4855
BIR,23/05/2025,1806.25
BMP,23/05/2025,3680
CAP,23/05/2025,1901.64
CAS,23/05/2025,2061.98
ECI,23/05/2025,2384.3
FLO,23/05/2025,9293.45
GLA,23/05/2025,2145.83
LBM,23/05/2025,3024.99
LRM,23/05/2025,979.51
MIL,23/05/2025,9590.17
NBS,23/05/2025,5362.5
NYC,23/05/2025,8325
PAR,23/05/2025,8041.65
ROM,23/05/2025,3061.47
SRV,23/05/2025,6207.76
STT,23/05/2025,8567.5
MAR,24/05/2025,3847.1
BHR,24/05/2025,8315
BIR,24/05/2025,5168.29
BMP,24/05/2025,3940
CAP,24/05/2025,4988.94
CAS,24/05/2025,1173.55
ECI,24/05/2025,6384.31
FLO,24/05/2025,2959.01
GLA,24/05/2025,750
LBM,24/05/2025,4033.33
LRM,24/05/2025,4983.61
MAD,24/05/2025,1743.8
MIL,24/05/2025,10352.47
NBS,24/05/2025,6273.75
NYC,24/05/2025,7450
PAR,24/05/2025,5726.04
ROM,24/05/2025,6856.55
SRV,24/05/2025,3404.07
STT,24/05/2025,4725
BHR,25/05/2025,13535
BIR,25/05/2025,4956.64
BMP,25/05/2025,6405
CAP,25/05/2025,2304.51
CAS,25/05/2025,574.38
ECI,25/05/2025,4512.41
FLO,25/05/2025,1127.05
GLA,25/05/2025,745.83
LBM,25/05/2025,5137.49
LRM,25/05/2025,1631.15
MIL,25/05/2025,5496.33
NBS,25/05/2025,3245.83
PAR,25/05/2025,14724.58
ROM,25/05/2025,3040.98
SRV,25/05/2025,6264.71
STT,25/05/2025,3483.33
BHR,26/05/2025,1195
BIR,26/05/2025,8169.54
BMP,26/05/2025,2305
CAP,26/05/2025,942.62
CAS,26/05/2025,28.93
ECI,26/05/2025,4359.5
FLO,26/05/2025,2263.11
GLA,26/05/2025,2112.49
LBM,26/05/2025,4583.32
LRM,26/05/2025,1729.5
MAD,26/05/2025,1355.99
MIL,26/05/2025,4776.63
NBS,26/05/2025,4900.01
PAR,26/05/2025,3876.67
ROM,26/05/2025,3024.59
SRV,26/05/2025,3343.41
STT,26/05/2025,4377.5
MAR,27/05/2025,2037.19
BHR,27/05/2025,10301.25
BIR,27/05/2025,7419.53
CAP,27/05/2025,3901.65
CAS,27/05/2025,599.17
ECI,27/05/2025,4078.51
FLO,27/05/2025,1368.86
GLA,27/05/2025,2400
LBM,27/05/2025,7571.25
LRM,27/05/2025,1147.54
MAD,27/05/2025,1074.38
MIL,27/05/2025,5391.4
NBS,27/05/2025,4832.93
NYC,27/05/2025,1745
PAR,27/05/2025,4079.16
ROM,27/05/2025,7514.77
SRV,27/05/2025,3152.44
STT,27/05/2025,8237.91
MAR,28/05/2025,1727.27
BHR,28/05/2025,4345
BIR,28/05/2025,5321.24
CAP,28/05/2025,2864.76
ECI,28/05/2025,8231.46
FLO,28/05/2025,6593.43
GLA,28/05/2025,2787.49
LBM,28/05/2025,6399.98
LRM,28/05/2025,5631.16
MAD,28/05/2025,516.53
MIL,28/05/2025,4194.67
NBS,28/05/2025,4916.66
NYC,28/05/2025,12715
PAR,28/05/2025,12408.32
SRV,28/05/2025,2762.25
STT,28/05/2025,5154.17
BHR,29/05/2025,8935
BIR,29/05/2025,4072.06
CAP,29/05/2025,2467.2
CAS,29/05/2025,3852.06
ECI,29/05/2025,5916.95
FLO,29/05/2025,2680.32
GLA,29/05/2025,3537.49
LBM,29/05/2025,5352.09
LRM,29/05/2025,1385.25
MAD,29/05/2025,987.6
MIL,29/05/2025,9933.18
NBS,29/05/2025,3974.99
NYC,29/05/2025,5480
PAR,29/05/2025,12298.32
ROM,29/05/2025,10488.52
SRV,29/05/2025,21384.28
STT,29/05/2025,10076.24
MAR,30/05/2025,1599.17
BHR,30/05/2025,12260
BIR,30/05/2025,2787.5
CAP,30/05/2025,2273.77
CAS,30/05/2025,1640.5
ECI,30/05/2025,4413.64
FLO,30/05/2025,1618.85
GLA,30/05/2025,295.83
LBM,30/05/2025,2342.5
LRM,30/05/2025,5989.36
MIL,30/05/2025,8577.88
NBS,30/05/2025,9300.21
NYC,30/05/2025,7090
PAR,30/05/2025,10658.33
ROM,30/05/2025,6108.6
SRV,30/05/2025,3528.64
STT,30/05/2025,5429.16
MAR,31/05/2025,2830.57
BHR,31/05/2025,5600
BIR,31/05/2025,7415.39
BMP,31/05/2025,5907
CAP,31/05/2025,3466.41
CAS,31/05/2025,1359.5
ECI,31/05/2025,3804.14
FLO,31/05/2025,3770.51
GLA,31/05/2025,958.33
LBM,31/05/2025,5437.49
LRM,31/05/2025,2663.94
MAD,31/05/2025,20.67
MIL,31/05/2025,3831.98
NBS,31/05/2025,7837.3
NYC,31/05/2025,10063
PAR,31/05/2025,8983.33
ROM,31/05/2025,5790.99
SRV,31/05/2025,4297.51
STT,31/05/2025,10062.47
BHR,01/06/2025,5385
BIR,01/06/2025,1969.99
BMP,01/06/2025,495
CAP,01/06/2025,4303.28
CAS,01/06/2025,3009.09
ECI,01/06/2025,6487.61
FLO,01/06/2025,1151.64
GLA,01/06/2025,954.17
LBM,01/06/2025,6325
LRM,01/06/2025,1631.15
MIL,01/06/2025,2907.37
NBS,01/06/2025,5954.59
PAR,01/06/2025,6729.58
ROM,01/06/2025,893.44
SRV,01/06/2025,5407.38
STT,01/06/2025,10340.21
MAR,02/06/2025,2392.56
BHR,02/06/2025,3775
BIR,02/06/2025,1479.58
BMP,02/06/2025,1017
CAP,02/06/2025,2729.51
CAS,02/06/2025,6952.9
ECI,02/06/2025,1326.46
FLO,02/06/2025,1512.3
GLA,02/06/2025,2320.83
LBM,02/06/2025,3379.6
LRM,02/06/2025,3364.76
MIL,02/06/2025,3725.42
NBS,02/06/2025,9583.33
NYC,02/06/2025,12080
PAR,02/06/2025,2899.99
ROM,02/06/2025,4025
SRV,02/06/2025,1680.73
STT,02/06/2025,12266.68
MAR,03/06/2025,2289.25
BHR,03/06/2025,-535
BIR,03/06/2025,3356.66
BMP,03/06/2025,270
CAP,03/06/2025,2070.08
CAS,03/06/2025,1723.14
ECI,03/06/2025,3270.67
FLO,03/06/2025,7383.6
GLA,03/06/2025,1429.16
LBM,03/06/2025,3971.23
LRM,03/06/2025,2307.38
MIL,03/06/2025,4865.37
NBS,03/06/2025,4795.83
NYC,03/06/2025,2240
PAR,03/06/2025,5604.15
ROM,03/06/2025,2317.63
SRV,03/06/2025,3073.75
STT,03/06/2025,4083.33
BHR,04/06/2025,6160
BIR,04/06/2025,2407.91
BMP,04/06/2025,1770
CAP,04/06/2025,4811.47
CAS,04/06/2025,3557.84
ECI,04/06/2025,4703.31
FLO,04/06/2025,3366.8
GLA,04/06/2025,520.83
LBM,04/06/2025,3325
LRM,04/06/2025,2020.49
MIL,04/06/2025,8311.48
NBS,04/06/2025,6547.52
NYC,04/06/2025,11968
PAR,04/06/2025,7987.48
ROM,04/06/2025,4975.41
SRV,04/06/2025,2660.64
STT,04/06/2025,10325
BHR,05/06/2025,13821.5
BIR,05/06/2025,948.33
BMP,05/06/2025,1950
CAP,05/06/2025,2204.92
CAS,05/06/2025,516.53
ECI,05/06/2025,3049.59
FLO,05/06/2025,4935.67
GLA,05/06/2025,766.67
LBM,05/06/2025,2554.17
LRM,05/06/2025,1913.93
MIL,05/06/2025,7654.34
NBS,05/06/2025,5097.92
NYC,05/06/2025,4142.5
PAR,05/06/2025,5308.33
ROM,05/06/2025,6463.53
SRV,05/06/2025,4868.83
STT,05/06/2025,5166.66
MAR,06/06/2025,3743.8
BHR,06/06/2025,8940
BIR,06/06/2025,3669.17
BMP,06/06/2025,450
CAP,06/06/2025,10301.84
CAS,06/06/2025,702.48
ECI,06/06/2025,1826.45
FLO,06/06/2025,6659.82
GLA,06/06/2025,1704.16
LBM,06/06/2025,6162.49
LRM,06/06/2025,1836.06
MIL,06/06/2025,4639.37
NBS,06/06/2025,6370.84
NYC,06/06/2025,16350.75
PAR,06/06/2025,5104.58
ROM,06/06/2025,4036.89
SRV,06/06/2025,4180.31
STT,06/06/2025,12568.35
MAR,07/06/2025,5371.9
BHR,07/06/2025,8175
BIR,07/06/2025,7704.99
BMP,07/06/2025,660
CAP,07/06/2025,3647.53
CAS,07/06/2025,1644.63
ECI,07/06/2025,4642.57
FLO,07/06/2025,1827.88
GLA,07/06/2025,3741.65
LBM,07/06/2025,1620.84
LRM,07/06/2025,2754.11
MIL,07/06/2025,8893.42
NBS,07/06/2025,13056.25
NYC,07/06/2025,11935
PAR,07/06/2025,10575.81
ROM,07/06/2025,8836.08
SRV,07/06/2025,1856.55
STT,07/06/2025,24791.67
MAR,08/06/2025,2450.41
BHR,08/06/2025,9285
BIR,08/06/2025,3350
BMP,08/06/2025,510
CAP,08/06/2025,2413.93
CAS,08/06/2025,1479.33
ECI,08/06/2025,4252.06
FLO,08/06/2025,2381.15
GLA,08/06/2025,579.17
LBM,08/06/2025,3462.51
LRM,08/06/2025,1245.91
MIL,08/06/2025,4143.44
NBS,08/06/2025,2441.67
PAR,08/06/2025,4208.32
ROM,08/06/2025,4741.8
SRV,08/06/2025,5642.21
STT,08/06/2025,9919.57
MAR,09/06/2025,2231.41
BHR,09/06/2025,4095
BIR,09/06/2025,3887.92
CAP,09/06/2025,7581.96
CAS,09/06/2025,1194.21
ECI,09/06/2025,2471.07
FLO,09/06/2025,4551.43
GLA,09/06/2025,1325
LBM,09/06/2025,12854.16
LRM,09/06/2025,2778.69
MIL,09/06/2025,10159.83
NBS,09/06/2025,7367.5
NYC,09/06/2025,11205
PAR,09/06/2025,3487.49
ROM,09/06/2025,9118.85
SRV,09/06/2025,1595.9
STT,09/06/2025,8096.24
MAR,10/06/2025,2264.46
BHR,10/06/2025,560
BIR,10/06/2025,3270.82
BMP,10/06/2025,660
CAP,10/06/2025,1545.07
CAS,10/06/2025,1446.28
ECI,10/06/2025,1768.59
FLO,10/06/2025,10721.32
GLA,10/06/2025,1749.99
LBM,10/06/2025,7741.67
LRM,10/06/2025,4004.09
MIL,10/06/2025,3479.52
NBS,10/06/2025,10775.43
NYC,10/06/2025,7420
PAR,10/06/2025,3909.36
ROM,10/06/2025,5747.55
SRV,10/06/2025,2881.96
STT,10/06/2025,6191.65
BHR,11/06/2025,7785
BIR,11/06/2025,3072.5
BMP,11/06/2025,1395
CAP,11/06/2025,2745.9
CAS,11/06/2025,3326.44
ECI,11/06/2025,7079.75
FLO,11/06/2025,4686.47
GLA,11/06/2025,4745.83
LBM,11/06/2025,5345.83
LRM,11/06/2025,4815.59
MIL,11/06/2025,4971.73
NBS,11/06/2025,2024.99
NYC,11/06/2025,4640
PAR,11/06/2025,3629.18
ROM,11/06/2025,7110.64
SRV,11/06/2025,2554.91
STT,11/06/2025,9725.01
BHR,12/06/2025,5300
BIR,12/06/2025,4524.16
CAP,12/06/2025,1594.26
CAS,12/06/2025,3966.94
ECI,12/06/2025,1619.84
FLO,12/06/2025,6956.55
GLA,12/06/2025,8341.65
LBM,12/06/2025,6608.34
LRM,12/06/2025,2303.28
MIL,12/06/2025,8631.14
NBS,12/06/2025,6570.83
NYC,12/06/2025,11931.25
PAR,12/06/2025,4433.32
ROM,12/06/2025,7984.21
SRV,12/06/2025,2854.91
STT,12/06/2025,7664.16
MAR,13/06/2025,4855.37
BHR,13/06/2025,7390
BIR,13/06/2025,5457.09
BMP,13/06/2025,810
CAP,13/06/2025,4168.02
CAS,13/06/2025,1136.36
ECI,13/06/2025,4152.88
FLO,13/06/2025,4258.21
GLA,13/06/2025,1304.16
LBM,13/06/2025,8458.34
LRM,13/06/2025,1782.79
MIL,13/06/2025,9426.22
NBS,13/06/2025,11269.17
NYC,13/06/2025,4880
PAR,13/06/2025,2320.83
ROM,13/06/2025,7734.01
SRV,13/06/2025,3331.95
STT,13/06/2025,11104.97
MAR,14/06/2025,818.18
BHR,14/06/2025,9970
BIR,14/06/2025,3910.4
BMP,14/06/2025,1410
CAP,14/06/2025,3700.8
CAS,14/06/2025,1264.46
ECI,14/06/2025,2227.27
FLO,14/06/2025,2774.59
GLA,14/06/2025,4658.32
LBM,14/06/2025,6345.83
LRM,14/06/2025,1905.74
MIL,14/06/2025,4293.02
NBS,14/06/2025,6957.09
NYC,14/06/2025,2165
PAR,14/06/2025,4302.51
ROM,14/06/2025,6296.29
SRV,14/06/2025,4128.67
STT,14/06/2025,6395.84
MAR,15/06/2025,946.28
BHR,15/06/2025,4310
BIR,15/06/2025,2551.66
BMP,15/06/2025,2220
CAS,15/06/2025,1438.02
ECI,15/06/2025,925.62
FLO,15/06/2025,5459.02
GLA,15/06/2025,2958.33
LBM,15/06/2025,2891.67
LRM,15/06/2025,2922.13
MIL,15/06/2025,5295.5
NBS,15/06/2025,3003.75
PAR,15/06/2025,2179.16
ROM,15/06/2025,4065.57
SRV,15/06/2025,2668.02
STT,15/06/2025,5433.33
BHR,16/06/2025,6918.25
BIR,16/06/2025,4015.82
CAP,16/06/2025,3004.1
CAS,16/06/2025,1173.55
ECI,16/06/2025,4057.85
FLO,16/06/2025,9587.72
GLA,16/06/2025,2308.33
LBM,16/06/2025,1924.99
LRM,16/06/2025,1028.69
MIL,16/06/2025,7190.58
NBS,16/06/2025,9472.5
NYC,16/06/2025,6092
PAR,16/06/2025,4320.84
ROM,16/06/2025,4454.92
SRV,16/06/2025,2757.78
STT,16/06/2025,5916.65
BHR,17/06/2025,6965.5
BIR,17/06/2025,2732.91
BMP,17/06/2025,1260
CAP,17/06/2025,1741.81
CAS,17/06/2025,3053.72
ECI,17/06/2025,2338.83
FLO,17/06/2025,2634.02
GLA,17/06/2025,3858.33
LBM,17/06/2025,6014.16
LRM,17/06/2025,1299.18
MIL,17/06/2025,5970.5
NBS,17/06/2025,6240.02
NYC,17/06/2025,4200
PAR,17/06/2025,4229.16
ROM,17/06/2025,3794.27
SRV,17/06/2025,2756.55
STT,17/06/2025,6637.5
MAR,18/06/2025,5177.69
BHR,18/06/2025,10675
BIR,18/06/2025,5420.41
BMP,18/06/2025,432
CAP,18/06/2025,3409.82
CAS,18/06/2025,1586.77
ECI,18/06/2025,12071.48
FLO,18/06/2025,3035.25
GLA,18/06/2025,2425
LBM,18/06/2025,5029.15
LRM,18/06/2025,2225.41
MIL,18/06/2025,2495.9
NBS,18/06/2025,7291.67
NYC,18/06/2025,5995
PAR,18/06/2025,4950.41
ROM,18/06/2025,3842.21
SRV,18/06/2025,2787.28
STT,18/06/2025,3020.83
MAR,19/06/2025,863.64
BHR,19/06/2025,2215
BIR,19/06/2025,25611.19
BMP,19/06/2025,2555
CAP,19/06/2025,1594.26
CAS,19/06/2025,619.83
ECI,19/06/2025,6482.63
FLO,19/06/2025,4387.7
GLA,19/06/2025,2887.5
LBM,19/06/2025,1604.16
LRM,19/06/2025,1254.1
MIL,19/06/2025,6331.96
NBS,19/06/2025,6628.95
NYC,19/06/2025,7700
PAR,19/06/2025,2166.66
ROM,19/06/2025,6877.04
SRV,19/06/2025,2632.37
STT,19/06/2025,21320.81
MAR,20/06/2025,2252.06
BHR,20/06/2025,11701
BIR,20/06/2025,10029.55
CAP,20/06/2025,553.28
CAS,20/06/2025,1028.92
ECI,20/06/2025,8342.97
FLO,20/06/2025,2763.02
GLA,20/06/2025,5274.98
LBM,20/06/2025,1537.5
LRM,20/06/2025,3193.04
MIL,20/06/2025,14851.63
NBS,20/06/2025,8262.49
NYC,20/06/2025,3090
PAR,20/06/2025,8685.41
ROM,20/06/2025,825.82
SRV,20/06/2025,5074.18
STT,20/06/2025,9125
BHR,21/06/2025,3110
BIR,21/06/2025,19743.66
BMP,21/06/2025,2740
CAP,21/06/2025,3241.81
CAS,21/06/2025,491.74
ECI,21/06/2025,7576.45
FLO,21/06/2025,4946.72
GLA,21/06/2025,3424.99
LBM,21/06/2025,10120.84
LRM,21/06/2025,2073.78
MIL,21/06/2025,2143.44
NBS,21/06/2025,15916.69
NYC,21/06/2025,3170.5
PAR,21/06/2025,14741.66
ROM,21/06/2025,2889.34
SRV,21/06/2025,7252.81
STT,21/06/2025,21070.83
MAR,22/06/2025,3128.1
BHR,22/06/2025,3985
BIR,22/06/2025,3957.49
BMP,22/06/2025,600
CAP,22/06/2025,2918.03
ECI,22/06/2025,4752.48
FLO,22/06/2025,1065.58
GLA,22/06/2025,2279.18
LBM,22/06/2025,4379.17
LRM,22/06/2025,1020.49
MIL,22/06/2025,1790.98
NBS,22/06/2025,6315.83
PAR,22/06/2025,3179.16
ROM,22/06/2025,7401.66
SRV,22/06/2025,3871.28
STT,22/06/2025,9711.66
MAR,23/06/2025,2574.38
BHR,23/06/2025,3555
BIR,23/06/2025,3384.57
BMP,23/06/2025,2650
ECI,23/06/2025,5393.37
FLO,23/06/2025,651.64
GLA,23/06/2025,2829.16
LBM,23/06/2025,4075
LRM,23/06/2025,3151.64
MIL,23/06/2025,6717.21
NBS,23/06/2025,2512.49
NYC,23/06/2025,6450
PAR,23/06/2025,6012.5
ROM,23/06/2025,7090.97
SRV,23/06/2025,2983.57
STT,23/06/2025,5841.65
MAR,24/06/2025,243.8
BHR,24/06/2025,12000
BIR,24/06/2025,6849.08
BMP,24/06/2025,1750
CAP,24/06/2025,7815.56
ECI,24/06/2025,3888.84
FLO,24/06/2025,1549.18
GLA,24/06/2025,5141.67
LBM,24/06/2025,2520.83
LRM,24/06/2025,5016.39
MIL,24/06/2025,1872.95
NBS,24/06/2025,6514.57
NYC,24/06/2025,2795.75
PAR,24/06/2025,11557.08
ROM,24/06/2025,5992.23
SRV,24/06/2025,3094.21
STT,24/06/2025,6427.07
BHR,25/06/2025,3111.5
BIR,25/06/2025,2641.66
BMP,25/06/2025,2170
CAP,25/06/2025,3049.17
ECI,25/06/2025,4392.56
FLO,25/06/2025,1283.2
GLA,25/06/2025,7245.84
LBM,25/06/2025,3395.84
LRM,25/06/2025,4020.49
MIL,25/06/2025,4889.75
NBS,25/06/2025,4537.5
NYC,25/06/2025,1346
PAR,25/06/2025,10725.01
ROM,25/06/2025,6918.44
SRV,25/06/2025,4499.95
STT,25/06/2025,10974.99
BHR,26/06/2025,6450
BIR,26/06/2025,4757.47
BMP,26/06/2025,1230
CAP,26/06/2025,3049.18
ECI,26/06/2025,2694.63
FLO,26/06/2025,1930.32
GLA,26/06/2025,3291.66
LBM,26/06/2025,2741.67
LRM,26/06/2025,2557.38
MIL,26/06/2025,4000.01
NBS,26/06/2025,9778.35
NYC,26/06/2025,16320
PAR,26/06/2025,9675
ROM,26/06/2025,5393.85
SRV,26/06/2025,4692.58
STT,26/06/2025,15658.29
MAR,27/06/2025,5719.01
BHR,27/06/2025,20780
BIR,27/06/2025,7691.2
BMP,27/06/2025,1065
CAP,27/06/2025,5073.77
ECI,27/06/2025,3177.69
FLO,27/06/2025,2102.46
GLA,27/06/2025,3329.16
LBM,27/06/2025,6333.34
LRM,27/06/2025,4668.03
MIL,27/06/2025,6590.17
NBS,27/06/2025,12139.38
NYC,27/06/2025,4870
PAR,27/06/2025,3455.43
ROM,27/06/2025,4770.49
SRV,27/06/2025,4981.92
STT,27/06/2025,11441.63
MAR,28/06/2025,3826.44
BHR,28/06/2025,12572
BIR,28/06/2025,3939.99
BMP,28/06/2025,2780
CAP,28/06/2025,3209.83
ECI,28/06/2025,7053.71
FLO,28/06/2025,3430.33
GLA,28/06/2025,3200
LBM,28/06/2025,4670.82
LRM,28/06/2025,3364.74
MIL,28/06/2025,5221.31
NBS,28/06/2025,10362.53
NYC,28/06/2025,8618
PAR,28/06/2025,11408.32
ROM,28/06/2025,8332.79
SRV,28/06/2025,4910.61
STT,28/06/2025,12266.65
MAR,29/06/2025,1665.29
BHR,29/06/2025,13460
BIR,29/06/2025,5517.48
BMP,29/06/2025,1770
CAP,29/06/2025,4053.27
CAS,29/06/2025,1545.45
ECI,29/06/2025,5925.61
FLO,29/06/2025,1848.36
GLA,29/06/2025,1325
LBM,29/06/2025,4862.49
LRM,29/06/2025,1266.4
MIL,29/06/2025,2442.61
NBS,29/06/2025,985.84
PAR,29/06/2025,2831.26
ROM,29/06/2025,2930.32
SRV,29/06/2025,1143.44
STT,29/06/2025,4879.18
MAR,30/06/2025,1545.45
BHR,30/06/2025,8722.5
BIR,30/06/2025,3740
CAP,30/06/2025,2950.81
CAS,30/06/2025,760.33
ECI,30/06/2025,4578.5
FLO,30/06/2025,2102.46
GLA,30/06/2025,8112.48
LBM,30/06/2025,5020.81
LRM,30/06/2025,426.23
MIL,30/06/2025,9637.31
NBS,30/06/2025,5697.91
NYC,30/06/2025,13365
PAR,30/06/2025,2733.34
ROM,30/06/2025,5355.55
SRV,30/06/2025,2392.62
STT,30/06/2025,7709.15
MAR,01/07/2025,1822.31
BHR,01/07/2025,3382.5
BIR,01/07/2025,6761.21
BMP,01/07/2025,1729
CAP,01/07/2025,5581.97
CAS,01/07/2025,2640.9
ECI,01/07/2025,10239.69
